
this is long file 

"ExpNo" "TreatNo" "Date" "Variable" "simValue" "obsValue" "Error"
"1219" 2 7 "13/02/2009" "stage_code" 7 6.5 0
"1220" 2 7 "14/01/2009" "LightInt" 0.793 0.74 0.08
"1221" 2 7 "14/02/2009" "stage_code" 8 6.73 0.29
"1222" 2 7 "16/02/2009" "LeafLigules" 15.565 16.07 0.23
"1223" 2 7 "16/02/2009" "stage_code" 8 6.65 0
"1224" 2 7 "18/02/2009" "stage_code" 8 6.8 0
"1225" 2 7 "19/01/2009" "LeafLigules" 13.522 9.33 0.31
"1226" 2 7 "21/04/2009" "AboveDM" 20195.797 22294 1716
"1227" 2 7 "21/04/2009" "GrainDM" 9719.44 10583 658
"1228" 2 7 "23/03/2009" "AboveDM" 17918.611 20973 572
"1229" 2 7 "23/03/2009" "GrainDM" 5869.79 5115 357
"1230" 2 7 "24/04/2009" "AboveDM" 20211.769 21804 2355
"1231" 2 7 "24/04/2009" "GrainDM" 9818.29 10015 806
"1232" 2 7 "24/04/2009" "LeafDM" 1846.82 2689 142
"1233" 2 7 "24/04/2009" "StemDM" 6325.183 7072 1239
"1234" 2 7 "27/01/2009" "AboveDM" 8133.186 6032 321
"1235" 2 7 "27/02/2009" "LeafLigules" 15.565 16.07 0.23
"1236" 2 7 "28/01/2009" "LeafLigules" 15.565 12.4 0.72
"1237" 2 7 "30/12/2008" "LightInt" 0.31 0.28 0.06
"1238" 2 8 "02/02/2009" "stage_code" 6 6.93 0.06
"1239" 2 8 "03/04/2009" "AboveDM" 19020.74 24206 3103
"1240" 2 8 "03/04/2009" "GrainDM" 7249.642 11777 1689
"1241" 2 8 "03/04/2009" "LeafDM" 1988.858 2586 387
"1242" 2 8 "03/04/2009" "StemDM" 7584.952 7518 1035
"1243" 2 8 "05/02/2009" "LeafLigules" 15.565 17.07 0.95
"1244" 2 8 "05/02/2009" "stage_code" 7 6.98 0.03
"1245" 2 8 "05/03/2009" "AboveDM" 15363.998 17264 582
"1246" 2 8 "05/03/2009" "GrainDM" 3096.558 3444 1049
"1247" 2 8 "07/01/2009" "AboveDM" 2292.146 2677 458
"1248" 2 8 "07/01/2009" "LightInt" 0.613 0.75 0.02
"1249" 2 8 "08/01/2009" "LeafLigules" 10.18 9.93 1.22
"1250" 2 8 "08/02/2009" "LightInt" 0.892 0.94 0.01
"1251" 2 8 "13/02/2009" "AboveDM" 12017.466 10780 1214
"1252" 2 8 "14/01/2009" "LightInt" 0.793 0.8 0.02
"1253" 2 8 "16/02/2009" "LeafLigules" 15.565 17.27 0.61
"1254" 2 8 "19/01/2009" "LeafLigules" 13.522 12.87 1.63
"1255" 2 8 "23/01/2009" "stage_code" 5 6.1 0
"1256" 2 8 "23/03/2009" "AboveDM" 17918.611 22304 3860
"1257" 2 8 "23/03/2009" "GrainDM" 5869.79 9292 1761
"1258" 2 8 "25/01/2009" "stage_code" 5 6.43 0.1
"1259" 2 8 "26/01/2009" "stage_code" 5 6.28 0.14
"1260" 2 8 "27/01/2009" "AboveDM" 8133.186 7924 1535
"1261" 2 8 "27/02/2009" "LeafLigules" 15.565 17.27 0.61
"1262" 2 8 "28/01/2009" "LeafLigules" 15.565 16.87 1.27
"1263" 2 8 "28/01/2009" "stage_code" 5 6.65 0.13
"1264" 2 8 "30/01/2009" "stage_code" 6 6.8 0.05
"1265" 2 8 "30/12/2008" "LightInt" 0.31 0.49 0.09
"1266" 22 1 "04/01/2007" "LAI" 2.099 0.13 0
"1267" 22 1 "07/02/2007" "LAI" 4.157 3.09 0.31
"1268" 22 1 "12/04/2007" "AboveDM" 13686.749 16860 1908
"1269" 22 1 "12/04/2007" "LeafDM" 1477.715 2033 288
"1270" 22 1 "12/04/2007" "StemDM" 4767.338 4840 457
"1271" 22 1 "16/01/2007" "LAI" 3.857 1.11 0.34
"1272" 22 1 "16/03/2007" "AboveDM" 11875.93 12333 838
"1273" 22 1 "16/03/2007" "LeafDM" 1720.694 2164 149
"1274" 22 1 "16/03/2007" "StemDM" 5302.054 6165 555
"1275" 22 1 "26/01/2007" "LAI" 4.237 2.33 0.36
"1276" 22 1 "27/02/2007" "AboveDM" 10460.803 9155 2517
"1277" 22 1 "27/02/2007" "LAI" 4.081 3.33 0.17
"1278" 22 1 "27/02/2007" "LeafDM" 1795.626 2080 133
"1279" 22 1 "27/02/2007" "StemDM" 5833.523 4842 396
"1280" 22 2 "04/01/2007" "LAI" 2.099 0.13 0
"1281" 22 2 "07/02/2007" "LAI" 4.157 3.1 0.34
"1282" 22 2 "12/04/2007" "AboveDM" 13686.749 15510 571
"1283" 22 2 "12/04/2007" "LeafDM" 1477.715 1912 68
"1284" 22 2 "12/04/2007" "StemDM" 4767.338 4258 261
"1285" 22 2 "16/01/2007" "LAI" 3.857 1.2 0.32
"1286" 22 2 "16/03/2007" "AboveDM" 11875.93 12382 1320
"1287" 22 2 "16/03/2007" "LeafDM" 1720.694 2158 147
"1288" 22 2 "16/03/2007" "StemDM" 5302.054 6086 412
"1289" 22 2 "26/01/2007" "LAI" 4.237 2.3 0.41
"1290" 22 2 "27/02/2007" "AboveDM" 10460.803 5714 4183
"1291" 22 2 "27/02/2007" "LAI" 4.081 3.37 0.28
"1292" 22 2 "27/02/2007" "LeafDM" 1795.626 2246 80
"1293" 22 2 "27/02/2007" "StemDM" 5833.523 3876 2511
"1294" 22 3 "04/01/2007" "LAI" 2.099 0.13 0
"1295" 22 3 "07/02/2007" "LAI" 4.157 3.49 0.29
"1296" 22 3 "12/04/2007" "AboveDM" 13686.749 16341 1040
"1297" 22 3 "12/04/2007" "LeafDM" 1477.715 2098 72
"1298" 22 3 "12/04/2007" "StemDM" 4767.338 4548 121
"1299" 22 3 "16/01/2007" "LAI" 3.857 1.32 0.26
"1300" 22 3 "16/03/2007" "AboveDM" 11875.93 12704 574
"1301" 22 3 "16/03/2007" "LeafDM" 1720.694 2296 223
"1302" 22 3 "16/03/2007" "StemDM" 5302.054 6364 438
"1303" 22 3 "26/01/2007" "LAI" 4.237 2.59 0.41
"1304" 22 3 "27/02/2007" "AboveDM" 10460.803 8950 390
"1305" 22 3 "27/02/2007" "LAI" 4.081 3.78 0.19
"1306" 22 3 "27/02/2007" "LeafDM" 1795.626 2305 135
"1307" 22 3 "27/02/2007" "StemDM" 5833.523 5257 197
"1308" 22 4 "04/01/2007" "LAI" 2.099 0.38 0.03
"1309" 22 4 "07/02/2007" "LAI" 4.157 2.93 0.37
"1310" 22 4 "12/04/2007" "AboveDM" 13686.749 16359 2039
"1311" 22 4 "12/04/2007" "LeafDM" 1477.715 1967 138
"1312" 22 4 "12/04/2007" "StemDM" 4767.338 4698 839
"1313" 22 4 "16/01/2007" "LAI" 3.857 1 0.21
"1314" 22 4 "16/03/2007" "AboveDM" 11875.93 12577 177
"1315" 22 4 "16/03/2007" "LeafDM" 1720.694 2276 159
"1316" 22 4 "16/03/2007" "StemDM" 5302.054 6122 471
"1317" 22 4 "26/01/2007" "LAI" 4.237 2.06 0.37
"1318" 22 4 "27/02/2007" "AboveDM" 10460.803 8311 1670
"1319" 22 4 "27/02/2007" "LAI" 4.081 3.31 0.3
"1320" 22
