ExpNo	TreatNo	Date	obsValue	Error	Variable
15	4	25/11/2010	4.86	0.57	LeafLigules
15	4	29/11/2010	5.19	0.6	LeafLigules
15	4	03/12/2010	5.29	0.46	LeafLigules
15	4	06/12/2010	6.57	0.6	LeafLigules
15	4	09/12/2010	6.76	0.54	LeafLigules
15	4	13/12/2010	7.81	0.75	LeafLigules
15	4	16/12/2010	8.48	0.75	LeafLigules
15	4	20/12/2010	9.05	0.74	LeafLigules
15	4	23/12/2010	9.71	1.45	LeafLigules
15	4	27/12/2010	11.1	1.3	LeafLigules
15	4	03/01/2011	14.25	1.8	LeafLigules
15	4	06/01/2011	15.4	2.66	LeafLigules
15	4	10/01/2011	18	0.39	LeafLigules
15	4	17/01/2011	19.29	1.38	LeafLigules
15	4	28/10/2010	3.24	0.44	LeafTips
15	4	04/11/2010	4.43	0.6	LeafTips
15	4	08/11/2010	4.9	0.54	LeafTips
15	4	11/11/2010	5.76	0.62	LeafTips
15	4	15/11/2010	6.62	0.74	LeafTips
15	4	18/11/2010	7.38	0.74	LeafTips
15	4	22/11/2010	8.57	0.81	LeafTips
15	4	25/11/2010	8.9	0.77	LeafTips
15	4	29/11/2010	10.1	1	LeafTips
15	4	03/12/2010	10.57	0.93	LeafTips
15	4	06/12/2010	11.14	1.06	LeafTips
15	4	09/12/2010	12	1	LeafTips
15	4	13/12/2010	13.24	1.22	LeafTips
15	4	16/12/2010	13.95	0.86	LeafTips
15	4	20/12/2010	14.86	0.91	LeafTips
15	4	23/12/2010	15.33	0.97	LeafTips
15	4	27/12/2010	15.62	0.86	LeafTips
15	4	03/01/2011	16.8	1.15	LeafTips
15	4	06/01/2011	17.35	1.04	LeafTips
15	4	10/01/2011	18	0.39	LeafTips
15	4	14/01/2011	18	0.58	LeafTips
15	1	28/10/2010	1.12	0.33	LeafLigules
15	1	04/11/2010	1.38	0.5	LeafLigules
15	1	08/11/2010	2.52	0.6	LeafLigules
15	1	11/11/2010	2.71	0.46	LeafLigules
15	1	15/11/2010	3.71	0.46	LeafLigules
15	1	18/11/2010	4.43	0.51	LeafLigules
15	1	22/11/2010	5.05	0.74	LeafLigules
15	1	25/11/2010	5.33	0.58	LeafLigules
15	1	29/11/2010	5.57	0.51	LeafLigules
15	1	03/12/2010	5.57	0.51	LeafLigules
15	1	06/12/2010	6.43	0.51	LeafLigules
15	1	09/12/2010	6.86	0.73	LeafLigules
15	1	13/12/2010	8.52	0.75	LeafLigules
15	1	16/12/2010	9.71	0.85	LeafLigules
15	1	20/12/2010	10.24	1.26	LeafLigules
15	1	23/12/2010	13.57	1.69	LeafLigules
15	1	27/12/2010	14.29	0.78	LeafLigules
15	1	03/01/2011	14.14	0.38	LeafLigules
15	1	06/01/2011	14.14	0.38	LeafLigules
15	1	28/10/2010	3.71	0.56	LeafTips
15	1	04/11/2010	5.05	0.67	LeafTips
15	1	08/11/2010	5.38	0.59	LeafTips
15	1	11/11/2010	6.24	0.77	LeafTips
15	1	15/11/2010	7.19	0.81	LeafTips
15	1	18/11/2010	8	0.71	LeafTips
15	1	22/11/2010	9.14	0.79	LeafTips
15	1	25/11/2010	9.62	1.02	LeafTips
15	1	29/11/2010	10.71	1.01	LeafTips
15	1	03/12/2010	11.24	1	LeafTips
15	1	06/12/2010	11.71	1.06	LeafTips
15	1	09/12/2010	12.33	0.86	LeafTips
15	1	13/12/2010	13.38	0.8	LeafTips
15	1	16/12/2010	13.52	0.75	LeafTips
15	1	20/12/2010	14.14	0.79	LeafTips
15	1	23/12/2010	14.43	0.6	LeafTips
15	1	27/12/2010	14.43	0.6	LeafTips
15	1	03/01/2011	14.17	0.41	LeafTips
15	1	06/01/2011	14.17	0.41	LeafTips
15	9	20/12/2010	2.71	0.72	LeafLigules
15	9	23/12/2010	3.52	0.51	LeafLigules
15	9	27/12/2010	4.29	0.64	LeafLigules
15	9	03/01/2011	5.86	0.36	LeafLigules
15	9	06/01/2011	6.48	0.51	LeafLigules
15	9	10/01/2011	7.29	0.64	LeafLigules
15	9	14/01/2011	7.62	0.74	LeafLigules
15	9	17/01/2011	8.29	0.64	LeafLigules
15	9	26/01/2011	10.33	0.8	LeafLigules
15	9	31/01/2011	12.57	1.25	LeafLigules
15	9	03/02/2011	14.05	1.28	LeafLigules
15	9	07/02/2011	15.75	1.33	LeafLigules
15	9	10/02/2011	18.35	1.31	LeafLigules
15	9	15/02/2011	20.25	1.48	LeafLigules
15	9	04/03/2011	20.36	0.93	LeafLigules
15	9	20/12/2010	5.38	0.59	LeafTips
15	9	23/12/2010	6.24	0.77	LeafTips
15	9	27/12/2010	7.19	0.75	LeafTips
15	9	03/01/2011	9.62	0.86	LeafTips
15	9	06/01/2011	10.52	0.81	LeafTips
15	9	10/01/2011	11.76	1	LeafTips
15	9	14/01/2011	12.86	1.01	LeafTips
15	9	17/01/2011	13.67	1.02	LeafTips
15	9	26/01/2011	16.19	1.08	LeafTips
15	9	31/01/2011	16.57	1.08	LeafTips
15	9	03/02/2011	17.6	0.68	LeafTips
15	9	07/02/2011	18.3	0.86	LeafTips
15	9	10/02/2011	19.25	1.02	LeafTips
15	9	15/02/2011	20.4	1.05	LeafTips
15	9	04/03/2011	20.14	1.07	LeafTips
15	6	20/12/2010	2.57	0.51	LeafLigules
15	6	23/12/2010	3	0.55	LeafLigules
15	6	27/12/2010	3.71	0.46	LeafLigules
15	6	03/01/2011	5.14	0.57	LeafLigules
15	6	06/01/2011	5.71	0.72	LeafLigules
15	6	10/01/2011	6.71	0.72	LeafLigules
15	6	14/01/2011	7.05	0.86	LeafLigules
15	6	17/01/2011	7.62	0.74	LeafLigules
15	6	26/01/2011	10	1.1	LeafLigules
15	6	31/01/2011	13	1.41	LeafLigules
15	6	03/02/2011	15.45	2.21	LeafLigules
15	6	07/02/2011	16.38	1.75	LeafLigules
15	6	10/02/2011	16	2.24	LeafLigules
15	6	15/02/2011	17.14	1.46	LeafLigules
15	6	04/03/2011	17.29	1.11	LeafLigules
15	6	20/12/2010	5.24	0.7	LeafTips
15	6	23/12/2010	5.95	0.8	LeafTips
15	6	27/12/2010	7.14	0.73	LeafTips
15	6	03/01/2011	9.38	1.02	LeafTips
15	6	06/01/2011	10.19	1.17	LeafTips
15	6	10/01/2011	11.52	1.25	LeafTips
15	6	14/01/2011	12.24	1.51	LeafTips
15	6	17/01/2011	12.95	1.36	LeafTips
15	6	26/01/2011	14.76	1.18	LeafTips
15	6	31/01/2011	15.57	0.98	LeafTips
15	6	03/02/2011	16.55	1.05	LeafTips
15	6	07/02/2011	17	1.1	LeafTips
15	6	10/02/2011	17	1.41	LeafTips
15	6	15/02/2011	17.29	1.11	LeafTips
15	3	20/12/2010	2.81	0.4	LeafLigules
15	3	23/12/2010	3.43	0.51	LeafLigules
15	3	27/12/2010	3.95	0.22	LeafLigules
15	3	03/01/2011	5.33	0.48	LeafLigules
15	3	06/01/2011	5.86	0.48	LeafLigules
15	3	10/01/2011	7.05	0.59	LeafLigules
15	3	14/01/2011	7.71	0.56	LeafLigules
15	3	17/01/2011	8.57	0.68	LeafLigules
15	3	26/01/2011	11.57	0.68	LeafLigules
15	3	31/01/2011	14.62	0.59	LeafLigules
15	3	20/12/2010	5.62	0.59	LeafTips
15	3	23/12/2010	6.29	0.72	LeafTips
15	3	27/12/2010	7.1	0.55	LeafTips
15	3	03/01/2011	9.38	0.74	LeafTips
15	3	06/01/2011	10.71	0.85	LeafTips
15	3	10/01/2011	11.76	0.7	LeafTips
15	3	14/01/2011	12.52	0.68	LeafTips
15	3	17/01/2011	12.86	0.48	LeafTips
15	3	26/01/2011	14.38	0.59	LeafTips
15	3	31/01/2011	14.62	0.59	LeafTips
15	8	25/11/2010	2.86	0.36	LeafLigules
15	8	29/11/2010	3.1	0.7	LeafLigules
15	8	03/12/2010	3.71	0.46	LeafLigules
15	8	06/12/2010	4.76	0.44	LeafLigules
15	8	09/12/2010	4.81	0.4	LeafLigules
15	8	13/12/2010	6.05	0.5	LeafLigules
15	8	16/12/2010	6.67	0.48	LeafLigules
15	8	20/12/2010	7.62	0.59	LeafLigules
15	8	23/12/2010	8.52	0.51	LeafLigules
15	8	27/12/2010	9.29	0.56	LeafLigules
15	8	03/01/2011	10.29	0.85	LeafLigules
15	8	06/01/2011	10.76	0.89	LeafLigules
15	8	10/01/2011	13.71	1.15	LeafLigules
15	8	14/01/2011	14.29	1.62	LeafLigules
15	8	17/01/2011	17.33	1.24	LeafLigules
15	8	26/01/2011	19.67	0.91	LeafLigules
15	8	31/01/2011	18.93	5.2	LeafLigules
15	8	25/11/2010	5.86	0.36	LeafTips
15	8	29/11/2010	7.05	0.5	LeafTips
15	8	03/12/2010	7.81	0.51	LeafTips
15	8	06/12/2010	8.76	0.44	LeafTips
15	8	09/12/2010	9.52	0.68	LeafTips
15	8	13/12/2010	10.76	0.83	LeafTips
15	8	16/12/2010	11.62	0.74	LeafTips
15	8	20/12/2010	12.71	0.96	LeafTips
15	8	23/12/2010	14.05	0.92	LeafTips
15	8	27/12/2010	14.76	0.7	LeafTips
15	8	03/01/2011	16.1	1.09	LeafTips
15	8	06/01/2011	16.76	1	LeafTips
15	8	10/01/2011	17.05	1.07	LeafTips
15	8	14/01/2011	17.48	1.03	LeafTips
15	8	17/01/2011	18	0.89	LeafTips
15	8	26/01/2011	18.71	1.14	LeafTips
15	8	31/01/2011	18.86	1.29	LeafTips
15	5	25/11/2010	2.35	0.49	LeafLigules
15	5	29/11/2010	2.52	0.75	LeafLigules
15	5	03/12/2010	3.19	0.6	LeafLigules
15	5	06/12/2010	4	0.55	LeafLigules
15	5	09/12/2010	4	0.55	LeafLigules
15	5	13/12/2010	5.75	0.44	LeafLigules
15	5	16/12/2010	6.3	0.47	LeafLigules
15	5	20/12/2010	7	0.56	LeafLigules
15	5	23/12/2010	7.9	0.45	LeafLigules
15	5	27/12/2010	9	0.79	LeafLigules
15	5	03/01/2011	10.55	0.69	LeafLigules
15	5	06/01/2011	11.2	1.11	LeafLigules
15	5	10/01/2011	14.75	0.79	LeafLigules
15	5	14/01/2011	16.89	1.29	LeafLigules
15	5	17/01/2011	18.16	0.6	LeafLigules
15	5	25/11/2010	5.35	0.49	LeafTips
15	5	29/11/2010	6.76	1	LeafTips
15	5	03/12/2010	7.57	0.93	LeafTips
15	5	06/12/2010	8.43	0.98	LeafTips
15	5	09/12/2010	9.24	1	LeafTips
15	5	13/12/2010	10.85	0.75	LeafTips
15	5	16/12/2010	11.9	0.85	LeafTips
15	5	20/12/2010	12.9	0.72	LeafTips
15	5	23/12/2010	14.05	0.76	LeafTips
15	5	27/12/2010	14.9	0.97	LeafTips
15	5	03/01/2011	15.5	0.69	LeafTips
15	5	06/01/2011	15.9	0.72	LeafTips
15	5	10/01/2011	16.6	0.82	LeafTips
15	5	14/01/2011	17.74	0.56	LeafTips
15	5	17/01/2011	18.16	0.6	LeafTips
15	2	25/11/2010	2.86	0.36	LeafLigules
15	2	29/11/2010	2.9	0.3	LeafLigules
15	2	03/12/2010	3.14	0.36	LeafLigules
15	2	06/12/2010	4.05	0.22	LeafLigules
15	2	09/12/2010	4.05	0.22	LeafLigules
15	2	13/12/2010	5.48	0.51	LeafLigules
15	2	16/12/2010	6.38	0.59	LeafLigules
15	2	20/12/2010	7.19	0.51	LeafLigules
15	2	23/12/2010	8.14	0.57	LeafLigules
15	2	27/12/2010	9.48	0.6	LeafLigules
15	2	03/01/2011	12.17	1.72	LeafLigules
15	2	06/01/2011	14.89	1.45	LeafLigules
15	2	10/01/2011	17.33	0.52	LeafLigules
15	2	25/11/2010	5.43	0.51	LeafTips
15	2	29/11/2010	6.86	0.36	LeafTips
15	2	03/12/2010	7.57	0.51	LeafTips
15	2	06/12/2010	8.19	0.51	LeafTips
15	2	09/12/2010	9	0.45	LeafTips
15	2	13/12/2010	10.52	0.68	LeafTips
15	2	16/12/2010	11.57	0.6	LeafTips
15	2	20/12/2010	12.43	0.87	LeafTips
15	2	23/12/2010	13.14	0.79	LeafTips
15	2	27/12/2010	13.38	0.67	LeafTips
15	2	03/01/2011	14.11	0.58	LeafTips
15	2	06/01/2011	15.17	1.69	LeafTips
15	2	10/01/2011	17.33	0.52	LeafTips
15	7	12/11/2010	0.22	0.04	LightInt
15	7	18/11/2010	0.27	0.05	LightInt
15	7	30/11/2010	0.45	0.05	LightInt
15	7	23/12/2010	0.96	0.03	LightInt
15	7	12/01/2011	0.97	0.01	LightInt
15	7	03/02/2011	0.98	0.01	LightInt
15	4	12/11/2010	0.22	0.1	LightInt
15	4	18/11/2010	0.24	0.04	LightInt
15	4	30/11/2010	0.44	0.06	LightInt
15	4	06/12/2010	0.56	0	LightInt
15	4	23/12/2010	0.93	0.02	LightInt
15	4	12/01/2011	0.95	0.02	LightInt
15	4	03/02/2011	0.95	0.02	LightInt
15	1	12/11/2010	0.25	0.05	LightInt
15	1	18/11/2010	0.28	0.09	LightInt
15	1	30/11/2010	0.49	0.07	LightInt
15	1	06/12/2010	0.63	0	LightInt
15	1	23/12/2010	0.84	0.06	LightInt
15	1	12/01/2011	0.92	0.01	LightInt
15	1	03/02/2011	0.91	0.04	LightInt
15	9	23/12/2010	0.2	0.08	LightInt
15	9	12/01/2011	0.7	0.11	LightInt
15	9	03/02/2011	0.98	0	LightInt
15	6	23/12/2010	0.17	0.03	LightInt
15	6	12/01/2011	0.72	0.08	LightInt
15	6	03/02/2011	0.96	0.01	LightInt
15	3	23/12/2010	0.17	0.04	LightInt
15	3	12/01/2011	0.73	0.03	LightInt
15	3	03/02/2011	0.93	0.02	LightInt
15	8	30/11/2010	0.29	0.11	LightInt
15	8	06/12/2010	0.5	0	LightInt
15	8	23/12/2010	0.92	0.03	LightInt
15	8	12/01/2011	0.99	0.01	LightInt
15	8	03/02/2011	0.98	0	LightInt
15	5	30/11/2010	0.23	0.02	LightInt
15	5	23/12/2010	0.9	0.02	LightInt
15	5	12/01/2011	0.95	0.03	LightInt
15	5	03/02/2011	0.93	0.04	LightInt
15	2	30/11/2010	0.26	0.02	LightInt
15	2	23/12/2010	0.82	0.04	LightInt
15	2	12/01/2011	0.92	0.01	LightInt
15	2	03/02/2011	0.93	0.04	LightInt
15	7	18/11/2010	0.1	0.04	LAI
15	7	25/11/2010	0.09	0	LAI
15	7	14/12/2010	0.91	0.25	LAI
15	7	21/12/2010	2.53	0	LAI
15	7	08/03/2011	6.85	0.78	LAI
15	4	18/11/2010	0.08	0.02	LAI
15	4	25/11/2010	0.07	0	LAI
15	4	21/12/2010	1.95	0.72	LAI
15	4	28/02/2011	5.8	0.93	LAI
15	1	18/11/2010	0.11	0.05	LAI
15	1	25/11/2010	0.06	0	LAI
15	1	14/12/2010	1.11	0.02	LAI
15	1	21/12/2010	1.71	0	LAI
15	1	21/02/2011	3.18	0.37	LAI
15	9	11/01/2011	1.42	0.08	LAI
15	9	02/02/2011	7.49	0.43	LAI
15	9	03/02/2011	6.61	0	LAI
15	9	15/03/2011	8.09	0	LAI
15	9	15/04/2011	7.74	0.94	LAI
15	6	11/01/2011	1.09	0.06	LAI
15	6	02/02/2011	6.1	0.24	LAI
15	6	01/04/2011	6.7	0.67	LAI
15	3	11/01/2011	1.75	0.46	LAI
15	3	01/02/2011	5.27	0.05	LAI
15	3	30/03/2011	4.75	0.52	LAI
15	8	13/12/2010	0.46	0	LAI
15	8	14/12/2010	0.38	0.04	LAI
15	8	07/01/2011	5.99	0.25	LAI
15	8	10/01/2011	5.73	0	LAI
15	8	15/03/2011	8.16	0.27	LAI
15	5	13/12/2010	0.59	0	LAI
15	5	14/12/2010	0.46	0.22	LAI
15	5	07/01/2011	6.01	1.01	LAI
15	5	10/01/2011	6.18	0	LAI
15	5	04/03/2011	7.11	0.32	LAI
15	2	13/12/2010	0.32	0	LAI
15	2	14/12/2010	0.31	0.02	LAI
15	2	07/01/2011	5.37	0.02	LAI
15	2	10/01/2011	5.76	0	LAI
15	2	21/02/2011	4.93	0	LAI
15	2	22/02/2011	5.55	0.68	LAI
15	7	18/11/2010	205	10	AboveDM
15	7	25/11/2010	298	NA	AboveDM
15	7	14/12/2010	3588	1471	AboveDM
15	7	21/12/2010	1908	NA	AboveDM
15	7	08/03/2011	34590	3496	AboveDM
15	7	12/04/2011	34137	331	AboveDM
15	4	18/11/2010	250	37	AboveDM
15	4	25/11/2010	260	NA	AboveDM
15	4	21/12/2010	1926	404	AboveDM
15	4	28/02/2011	35738	10149	AboveDM
15	4	17/03/2011	31802	2829	AboveDM
15	1	18/11/2010	193	16	AboveDM
15	1	25/11/2010	344	NA	AboveDM
15	1	14/12/2010	4470	865	AboveDM
15	1	21/12/2010	2502	NA	AboveDM
15	1	21/02/2011	23371	1005	AboveDM
15	1	17/03/2011	26218	2331	AboveDM
15	9	11/01/2010	9556	534	AboveDM
15	9	02/02/2011	3645	634	AboveDM
15	9	15/04/2011	33010	2826	AboveDM
15	9	20/05/2011	26999	4576	AboveDM
15	6	11/01/2010	8734	1892	AboveDM
15	6	02/02/2011	3909	202	AboveDM
15	6	01/04/2011	29190	4265	AboveDM
15	6	06/05/2011	28009	2063	AboveDM
15	3	11/01/2010	10703	904	AboveDM
15	3	01/02/2011	3311	197	AboveDM
15	3	30/03/2011	26466	1350	AboveDM
15	3	15/04/2011	25309	1919	AboveDM
15	8	13/12/2010	1922	NA	AboveDM
15	8	14/12/2010	1966	110	AboveDM
15	8	07/01/2011	3417	134	AboveDM
15	8	10/01/2011	3316	NA	AboveDM
15	8	15/03/2011	22183	13081	AboveDM
15	8	06/05/2011	30539	1433	AboveDM
15	5	13/12/2010	2048	NA	AboveDM
15	5	14/12/2010	1999	358	AboveDM
15	5	07/01/2011	4768	1516	AboveDM
15	5	10/01/2011	5294	NA	AboveDM
15	5	04/03/2011	39804	1957	AboveDM
15	5	12/04/2011	31833	4834	AboveDM
15	2	13/12/2010	2196	NA	AboveDM
15	2	14/12/2010	2441	185	AboveDM
15	2	07/01/2011	4374	40	AboveDM
15	2	10/01/2011	6688	NA	AboveDM
15	2	21/02/2011	26868	NA	AboveDM
15	2	22/02/2011	32245	657	AboveDM
15	2	25/03/2011	27269	3393	AboveDM
15	7	18/11/2010	138	6	LeafDM
15	7	25/11/2010	184	NA	LeafDM
15	7	14/12/2010	2192	857	LeafDM
15	7	21/12/2010	1116	NA	LeafDM
15	7	08/03/2011	5078	726	LeafDM
15	7	12/04/2011	5151	636	LeafDM
15	4	18/11/2010	162	20	LeafDM
15	4	25/11/2010	160	NA	LeafDM
15	4	21/12/2010	1042	165	LeafDM
15	4	28/02/2011	4026	1077	LeafDM
15	4	17/03/2011	4763	432	LeafDM
15	1	18/11/2010	122	6	LeafDM
15	1	25/11/2010	214	NA	LeafDM
15	1	14/12/2010	2400	396	LeafDM
15	1	21/12/2010	1432	NA	LeafDM
15	1	21/02/2011	2444	93	LeafDM
15	1	17/03/2011	2862	313	LeafDM
15	9	11/01/2010	8435	395	LeafDM
15	9	02/02/2011	2532	587	LeafDM
15	9	15/04/2011	5182	45	LeafDM
15	9	20/05/2011	4805	635	LeafDM
15	6	11/01/2010	7765	1623	LeafDM
15	6	02/02/2011	2112	183	LeafDM
15	6	01/04/2011	3911	571	LeafDM
15	6	06/05/2011	4622	169	LeafDM
15	3	11/01/2010	9126	892	LeafDM
15	3	01/02/2011	1362	61	LeafDM
15	3	30/03/2011	3210	14	LeafDM
15	3	15/04/2011	3388	313	LeafDM
15	8	13/12/2010	1222	NA	LeafDM
15	8	14/12/2010	1041	177	LeafDM
15	8	07/01/2011	1687	259	LeafDM
15	8	10/01/2011	1810	NA	LeafDM
15	8	15/03/2011	7821	2844	LeafDM
15	8	06/05/2011	5457	171	LeafDM
15	5	13/12/2010	1190	NA	LeafDM
15	5	14/12/2010	1124	167	LeafDM
15	5	07/01/2011	1838	458	LeafDM
15	5	10/01/2011	2286	NA	LeafDM
15	5	04/03/2011	4710	107	LeafDM
15	5	12/04/2011	5026	784	LeafDM
15	2	13/12/2010	1268	NA	LeafDM
15	2	14/12/2010	1390	116	LeafDM
15	2	07/01/2011	1055	228	LeafDM
15	2	10/01/2011	1302	NA	LeafDM
15	2	21/02/2011	3125	NA	LeafDM
15	2	22/02/2011	3728	15	LeafDM
15	2	25/03/2011	3047	267	LeafDM
15	7	18/11/2010	67	4	StemDM
15	7	25/11/2010	114	NA	StemDM
15	7	14/12/2010	1396	614	StemDM
15	7	21/12/2010	792	NA	StemDM
15	7	08/03/2011	9307	1110	StemDM
15	7	12/04/2011	9074	2445	StemDM
15	4	18/11/2010	88	17	StemDM
15	4	25/11/2010	100	NA	StemDM
15	4	21/12/2010	884	263	StemDM
15	4	28/02/2011	11683	3931	StemDM
15	4	17/03/2011	8797	797	StemDM
15	1	18/11/2010	71	10	StemDM
15	1	25/11/2010	130	NA	StemDM
15	1	14/12/2010	2070	470	StemDM
15	1	21/12/2010	1070	NA	StemDM
15	1	21/02/2011	6274	271	StemDM
15	1	17/03/2011	7295	406	StemDM
15	9	11/01/2010	1121	141	StemDM
15	9	02/02/2011	1113	151	StemDM
15	9	15/04/2011	9868	1019	StemDM
15	9	20/05/2011	6885	586	StemDM
15	6	11/01/2010	969	269	StemDM
15	6	02/02/2011	1563	89	StemDM
15	6	01/04/2011	7072	1974	StemDM
15	6	06/05/2011	6473	420	StemDM
15	3	11/01/2010	1577	119	StemDM
15	3	01/02/2011	1473	135	StemDM
15	3	30/03/2011	6371	601	StemDM
15	3	15/04/2011	6091	552	StemDM
15	8	13/12/2010	700	NA	StemDM
15	8	14/12/2010	925	66	StemDM
15	8	07/01/2011	1730	124	StemDM
15	8	10/01/2011	1506	NA	StemDM
15	8	15/03/2011	10674	341	StemDM
15	8	06/05/2011	6871	289	StemDM
15	5	13/12/2010	858	NA	StemDM
15	5	14/12/2010	875	191	StemDM
15	5	07/01/2011	2223	683	StemDM
15	5	10/01/2011	2176	NA	StemDM
15	5	04/03/2011	13810	1095	StemDM
15	5	12/04/2011	7889	1554	StemDM
15	2	13/12/2010	928	NA	StemDM
15	2	14/12/2010	1051	69	StemDM
15	2	07/01/2011	2238	167	StemDM
15	2	10/01/2011	2572	NA	StemDM
15	2	21/02/2011	9641	NA	StemDM
15	2	22/02/2011	11098	506	StemDM
15	2	25/03/2011	6701	814	StemDM
18	1	20/12/1990	0.97	0.13	LAI
18	1	21/01/1991	3.4	0.12	LAI
18	1	04/03/1991	4.93	0.57	LAI
18	1	18/03/1991	4.67	0.27	LAI
18	1	02/04/1991	4.61	0.37	LAI
18	1	15/04/1991	3.86	0.3	LAI
18	2	20/12/1990	0.77	0.09	LAI
18	2	21/01/1991	2.04	0.72	LAI
18	2	04/03/1991	3.59	0.33	LAI
18	2	18/03/1991	3.44	0.04	LAI
18	2	02/04/1991	3.89	0.11	LAI
18	2	15/04/1991	3.49	0.28	LAI
18	3	20/12/1990	1	0.25	LAI
18	3	21/01/1991	1.98	0.59	LAI
18	3	04/03/1991	3.28	1.24	LAI
18	3	18/03/1991	3.05	0.69	LAI
18	3	02/04/1991	2.95	0.86	LAI
18	3	15/04/1991	2.77	1.64	LAI
18	4	20/12/1990	0.75	0.03	LAI
18	4	21/01/1991	1.54	0.09	LAI
18	4	04/03/1991	3.31	0.15	LAI
18	4	18/03/1991	2.77	0.48	LAI
18	4	02/04/1991	2.9	0.06	LAI
18	4	15/04/1991	2.76	0.08	LAI
18	5	20/12/1990	0.67	0.07	LAI
18	5	21/01/1991	2.79	0.01	LAI
18	5	04/03/1991	5.75	1.74	LAI
18	5	18/03/1991	4.18	0.31	LAI
18	5	02/04/1991	3.72	0.13	LAI
18	5	15/04/1991	4.08	0.12	LAI
18	6	20/12/1990	0.84	0.07	LAI
18	6	21/01/1991	2.83	0.39	LAI
18	6	04/03/1991	4.89	0.04	LAI
18	6	18/03/1991	4.52	0.67	LAI
18	6	02/04/1991	3.86	0.05	LAI
18	6	15/04/1991	4.01	0.1	LAI
18	7	20/12/1990	0.82	0.44	LAI
18	7	21/01/1991	2.28	0	LAI
18	7	04/03/1991	4.28	0.35	LAI
18	7	18/03/1991	4.74	0.67	LAI
18	7	02/04/1991	3.74	0.64	LAI
18	7	15/04/1991	3.27	0.93	LAI
18	8	20/12/1990	0.85	0.27	LAI
18	8	21/01/1991	2.87	0.62	LAI
18	8	04/03/1991	4.49	0.56	LAI
18	8	18/03/1991	5.84	0.91	LAI
18	8	02/04/1991	4.04	0.78	LAI
18	8	15/04/1991	3.56	0.33	LAI
18	9	20/12/1990	0.85	0.1	LAI
18	9	21/01/1991	3	0.73	LAI
18	9	04/03/1991	4.25	0.69	LAI
18	9	18/03/1991	4.52	0.5	LAI
18	9	02/04/1991	4.15	0.38	LAI
18	9	15/04/1991	3.84	0.46	LAI
18	10	20/12/1990	0.83	0.18	LAI
18	10	21/01/1991	2.97	0.16	LAI
18	10	04/03/1991	4.76	0.4	LAI
18	10	18/03/1991	4.66	0.28	LAI
18	10	02/04/1991	4.06	0.29	LAI
18	10	15/04/1991	4.07	0.07	LAI
18	1	20/12/1990	412	44	AboveDM
18	1	21/01/1991	3094	203	AboveDM
18	1	04/03/1991	13463	1167	AboveDM
18	1	18/03/1991	16889	766	AboveDM
18	1	02/04/1991	19209	2312	AboveDM
18	1	15/04/1991	19956	2014	AboveDM
18	1	01/05/1991	19849	1325	AboveDM
18	2	20/12/1990	391	77	AboveDM
18	2	21/01/1991	1869	493	AboveDM
18	2	04/03/1991	11459	2634	AboveDM
18	2	18/03/1991	14789	58	AboveDM
18	2	02/04/1991	17044	278	AboveDM
18	2	15/04/1991	18569	2391	AboveDM
18	2	01/05/1991	17521	2420	AboveDM
18	3	20/12/1990	404	20	AboveDM
18	3	21/01/1991	1431	132	AboveDM
18	3	04/03/1991	8664	1349	AboveDM
18	3	18/03/1991	13278	4002	AboveDM
18	3	02/04/1991	11561	232	AboveDM
18	3	15/04/1991	14471	1442	AboveDM
18	3	01/05/1991	15598	2931	AboveDM
18	4	20/12/1990	394	11	AboveDM
18	4	21/01/1991	1419	311	AboveDM
18	4	04/03/1991	10124	211	AboveDM
18	4	18/03/1991	9698	1355	AboveDM
18	4	02/04/1991	13463	1344	AboveDM
18	4	15/04/1991	15229	2167	AboveDM
18	4	01/05/1991	15239	920	AboveDM
18	5	20/12/1990	307	48	AboveDM
18	5	21/01/1991	2285	221	AboveDM
18	5	04/03/1991	10469	699	AboveDM
18	5	18/03/1991	15760	1692	AboveDM
18	5	02/04/1991	17898	1844	AboveDM
18	5	15/04/1991	21502	2872	AboveDM
18	5	01/05/1991	20103	2052	AboveDM
18	6	20/12/1990	428	9	AboveDM
18	6	21/01/1991	2618	402	AboveDM
18	6	04/03/1991	12799	1405	AboveDM
18	6	18/03/1991	15941	1017	AboveDM
18	6	02/04/1991	16132	2959	AboveDM
18	6	15/04/1991	18318	2224	AboveDM
18	6	01/05/1991	19065	481	AboveDM
18	7	20/12/1990	391	260	AboveDM
18	7	21/01/1991	2230	196	AboveDM
18	7	04/03/1991	11689	695	AboveDM
18	7	18/03/1991	15276	515	AboveDM
18	7	02/04/1991	17640	1388	AboveDM
18	7	15/04/1991	18656	2039	AboveDM
18	7	01/05/1991	16891	2075	AboveDM
18	8	20/12/1990	410	138	AboveDM
18	8	21/01/1991	2579	375	AboveDM
18	8	04/03/1991	13924	559	AboveDM
18	8	18/03/1991	23307	8461	AboveDM
18	8	02/04/1991	17788	2014	AboveDM
18	8	15/04/1991	19004	1462	AboveDM
18	8	01/05/1991	20766	349	AboveDM
18	9	20/12/1990	409	65	AboveDM
18	9	21/01/1991	2840	1058	AboveDM
18	9	04/03/1991	12212	1749	AboveDM
18	9	18/03/1991	16066	525	AboveDM
18	9	02/04/1991	18601	582	AboveDM
18	9	15/04/1991	18343	2164	AboveDM
